DB00001,Lepirudin,BiotechDrug,P00734,Prothrombin
DB01048,Abacavir,SmallMoleculeDrug,Q72547,Reverse transcriptase/RNaseH
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor
DB01049,Ergoloid mesylate,SmallMoleculeDrug,O94956,Solute carrier organic anion transporter family member 2B1
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P28222,5-hydroxytryptamine receptor 1B
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P28221,5-hydroxytryptamine receptor 1D
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P28566,5-hydroxytryptamine receptor 1E
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P30939,5-hydroxytryptamine receptor 1F
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P41595,5-hydroxytryptamine receptor 2B
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P46098,5-hydroxytryptamine receptor 3A
DB01049,Ergoloid mesylate,SmallMoleculeDrug,O95264,5-hydroxytryptamine receptor 3B
DB01049,Ergoloid mesylate,SmallMoleculeDrug,Q8WXA8,5-hydroxytryptamine receptor 3C
DB01049,Ergoloid mesylate,SmallMoleculeDrug,Q70Z44,5-hydroxytryptamine receptor 3D
DB01049,Ergoloid mesylate,SmallMoleculeDrug,A5X5Y0,5-hydroxytryptamine receptor 3E
DB01049,Ergoloid mesylate,SmallMoleculeDrug,Q13639,5-hydroxytryptamine receptor 4
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P50406,5-hydroxytryptamine receptor 6
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P34969,5-hydroxytryptamine receptor 7
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P21728,D(1A) dopamine receptor
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
DB01049,Ergoloid mesylate,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3
DB01049,Ergoloid mesylate,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon
DB01049,Ergoloid mesylate,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
DB01049,Ergoloid mesylate,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
DB01049,Ergoloid mesylate,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
DB01049,Ergoloid mesylate,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi
DB01049,Ergoloid mesylate,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta
DB01050,Ibuprofen,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB01050,Ibuprofen,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1
DB01050,Ibuprofen,SmallMoleculeDrug,P10415,Apoptosis regulator Bcl-2
DB01050,Ibuprofen,SmallMoleculeDrug,P07204,Thrombomodulin
DB01050,Ibuprofen,SmallMoleculeDrug,P00750,Tissue-type plasminogen activator
DB01050,Ibuprofen,SmallMoleculeDrug,P12104,"Fatty acid-binding protein, intestinal"
DB01050,Ibuprofen,SmallMoleculeDrug,P37231,Peroxisome proliferator-activated receptor gamma
DB01050,Ibuprofen,SmallMoleculeDrug,P13569,Cystic fibrosis transmembrane conductance regulator
DB01051,Novobiocin,SmallMoleculeDrug,P0A0K8,DNA gyrase subunit B
DB01051,Novobiocin,SmallMoleculeDrug,Q06AK7,DNA topoisomerase 1
DB01053,Benzylpenicillin,SmallMoleculeDrug,Q2FGH1,Penicillin-binding protein 3
DB01053,Benzylpenicillin,SmallMoleculeDrug,P62593,Beta-lactamase TEM
DB01053,Benzylpenicillin,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB01053,Benzylpenicillin,SmallMoleculeDrug,P46059,Solute carrier family 15 member 1
DB01053,Benzylpenicillin,SmallMoleculeDrug,Q16348,Solute carrier family 15 member 2
DB01054,Nitrendipine,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
DB01054,Nitrendipine,SmallMoleculeDrug,P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1
DB01054,Nitrendipine,SmallMoleculeDrug,Q08289,Voltage-dependent L-type calcium channel subunit beta-2
DB01054,Nitrendipine,SmallMoleculeDrug,Q06432,Voltage-dependent calcium channel gamma-1 subunit
DB01054,Nitrendipine,SmallMoleculeDrug,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D
DB01054,Nitrendipine,SmallMoleculeDrug,Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S
DB01054,Nitrendipine,SmallMoleculeDrug,Q9NY47,Voltage-dependent calcium channel subunit alpha-2/delta-2
DB01054,Nitrendipine,SmallMoleculeDrug,O95180,Voltage-dependent T-type calcium channel subunit alpha-1H
DB01055,Mimosine,SmallMoleculeDrug,P34896,"Serine hydroxymethyltransferase, cytosolic"
DB01055,Mimosine,SmallMoleculeDrug,P13500,C-C motif chemokine 2
DB01055,Mimosine,SmallMoleculeDrug,P14679,Tyrosinase
DB01056,Tocainide,SmallMoleculeDrug,Q14524,Sodium channel protein type 5 subunit alpha
DB01057,Echothiophate,SmallMoleculeDrug,P06276,Cholinesterase
DB01059,Norfloxacin,SmallMoleculeDrug,P43702,DNA topoisomerase 4 subunit A
DB01059,Norfloxacin,SmallMoleculeDrug,P43700,DNA gyrase subunit A
DB01059,Norfloxacin,SmallMoleculeDrug,P11388,DNA topoisomerase 2-alpha
DB01060,Amoxicillin,SmallMoleculeDrug,Q8XJ01,Penicillin-binding protein 1A
DB01061,Azlocillin,SmallMoleculeDrug,Q8XJ01,Penicillin-binding protein 1A
DB01062,Oxybutynin,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3
DB01062,Oxybutynin,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2
DB01062,Oxybutynin,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1
DB01063,Acetophenazine,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB01063,Acetophenazine,SmallMoleculeDrug,P21728,D(1A) dopamine receptor
DB01064,Isoprenaline,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor
DB01064,Isoprenaline,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor
DB01064,Isoprenaline,SmallMoleculeDrug,P13945,Beta-3 adrenergic receptor
DB01064,Isoprenaline,SmallMoleculeDrug,P28482,Mitogen-activated protein kinase 1
DB01064,Isoprenaline,SmallMoleculeDrug,P27986,Phosphatidylinositol 3-kinase regulatory subunit alpha
DB01064,Isoprenaline,SmallMoleculeDrug,O00459,Phosphatidylinositol 3-kinase regulatory subunit beta
DB01064,Isoprenaline,SmallMoleculeDrug,Q92569,Phosphatidylinositol 3-kinase regulatory subunit gamma
DB01064,Isoprenaline,SmallMoleculeDrug,Q4ZHU6,CAMP phosphodiesterase
DB01065,Melatonin,SmallMoleculeDrug,P48039,Melatonin receptor type 1A
DB01065,Melatonin,SmallMoleculeDrug,P49286,Melatonin receptor type 1B
DB01065,Melatonin,SmallMoleculeDrug,P03372,Estrogen receptor
DB01065,Melatonin,SmallMoleculeDrug,Q92753,Nuclear receptor ROR-beta
DB01065,Melatonin,SmallMoleculeDrug,P62158,Calmodulin
DB01065,Melatonin,SmallMoleculeDrug,P05164,Myeloperoxidase
DB01065,Melatonin,SmallMoleculeDrug,P11678,Eosinophil peroxidase
DB01065,Melatonin,SmallMoleculeDrug,P27797,Calreticulin
DB01065,Melatonin,SmallMoleculeDrug,P46597,Acetylserotonin O-methyltransferase
DB01065,Melatonin,SmallMoleculeDrug,P16083,Ribosyldihydronicotinamide dehydrogenase [quinone]
DB01066,Cefditoren,SmallMoleculeDrug,P0A3M6,Penicillin-binding protein 2B
DB01066,Cefditoren,SmallMoleculeDrug,Q8XJ01,Penicillin-binding protein 1A
DB01067,Glipizide,SmallMoleculeDrug,Q09428,ATP-binding cassette sub-family C member 8
DB01067,Glipizide,SmallMoleculeDrug,P37231,Peroxisome proliferator-activated receptor gamma
DB01068,Clonazepam,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
DB01068,Clonazepam,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
DB01068,Clonazepam,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
DB01068,Clonazepam,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
DB01068,Clonazepam,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
DB01068,Clonazepam,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
DB01068,Clonazepam,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1
DB01068,Clonazepam,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2
DB01068,Clonazepam,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3
DB01068,Clonazepam,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta
DB01068,Clonazepam,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon
DB01068,Clonazepam,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
DB01068,Clonazepam,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
DB01068,Clonazepam,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
DB01068,Clonazepam,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi
DB01068,Clonazepam,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta
DB01068,Clonazepam,SmallMoleculeDrug,P30536,Translocator protein
DB01069,Promethazine,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB01069,Promethazine,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB01069,Promethazine,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1
DB01069,Promethazine,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2
DB01069,Promethazine,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3
DB01069,Promethazine,SmallMoleculeDrug,P08173,Muscarinic acetylcholine receptor M4
DB01069,Promethazine,SmallMoleculeDrug,P08912,Muscarinic acetylcholine receptor M5
DB01069,Promethazine,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB01069,Promethazine,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB01069,Promethazine,SmallMoleculeDrug,P62158,Calmodulin
DB01070,Dihydrotachysterol,SmallMoleculeDrug,P11473,Vitamin D3 receptor
DB01071,Mequitazine,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB01072,Atazanavir,SmallMoleculeDrug,Q72874,Pol polyprotein
DB01073,Fludarabine,SmallMoleculeDrug,P09884,DNA polymerase alpha catalytic subunit
DB01073,Fludarabine,SmallMoleculeDrug,P23921,Ribonucleoside-diphosphate reductase large subunit
DB01073,Fludarabine,SmallMoleculeDrug,P27707,Deoxycytidine kinase
DB01074,Perhexiline,SmallMoleculeDrug,P50416,"Carnitine O-palmitoyltransferase 1, liver isoform"
DB01074,Perhexiline,SmallMoleculeDrug,P23786,"Carnitine O-palmitoyltransferase 2, mitochondrial"
DB01075,Diphenhydramine,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB01076,Atorvastatin,SmallMoleculeDrug,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase
DB01076,Atorvastatin,SmallMoleculeDrug,P27487,Dipeptidyl peptidase 4
DB01076,Atorvastatin,SmallMoleculeDrug,P35869,Aryl hydrocarbon receptor
DB01077,Etidronic acid,SmallMoleculeDrug,Q13332,Receptor-type tyrosine-protein phosphatase S
DB01077,Etidronic acid,SmallMoleculeDrug,P38606,V-type proton ATPase catalytic subunit A
DB01078,Deslanoside,SmallMoleculeDrug,P05023,Sodium/potassium-transporting ATPase subunit alpha-1
DB01080,Vigabatrin,SmallMoleculeDrug,Q9UBS5,Gamma-aminobutyric acid type B receptor subunit 1
DB01080,Vigabatrin,SmallMoleculeDrug,P80404,"4-aminobutyrate aminotransferase, mitochondrial"
DB01081,Diphenoxylate,SmallMoleculeDrug,P35372,Mu-type opioid receptor
DB01081,Diphenoxylate,SmallMoleculeDrug,P41143,Delta-type opioid receptor
DB01082,Streptomycin,SmallMoleculeDrug,P0A7S3,30S ribosomal protein S12
DB01082,Streptomycin,SmallMoleculeDrug,Q9UM07,Protein-arginine deiminase type-4
DB01083,Orlistat,SmallMoleculeDrug,P16233,Pancreatic triacylglycerol lipase
DB01083,Orlistat,SmallMoleculeDrug,P07098,Gastric triacylglycerol lipase
DB01083,Orlistat,SmallMoleculeDrug,P49327,Fatty acid synthase
DB01084,Emedastine,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB01085,Pilocarpine,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3
DB01085,Pilocarpine,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1
DB01085,Pilocarpine,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2
DB01086,Benzocaine,SmallMoleculeDrug,Q9Y5Y9,Sodium channel protein type 10 subunit alpha
DB01087,Primaquine,SmallMoleculeDrug,P08729,"Keratin, type II cytoskeletal 7"
DB01087,Primaquine,SmallMoleculeDrug,P16083,Ribosyldihydronicotinamide dehydrogenase [quinone]
DB01088,Iloprost,SmallMoleculeDrug,P43119,Prostacyclin receptor
DB01088,Iloprost,SmallMoleculeDrug,P34995,Prostaglandin E2 receptor EP1 subtype
DB01088,Iloprost,SmallMoleculeDrug,P27815,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A"
DB01088,Iloprost,SmallMoleculeDrug,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
DB01088,Iloprost,SmallMoleculeDrug,Q08493,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C"
DB01088,Iloprost,SmallMoleculeDrug,Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D"
DB01088,Iloprost,SmallMoleculeDrug,P00750,Tissue-type plasminogen activator
DB01089,Deserpidine,SmallMoleculeDrug,Q05940,Synaptic vesicular amine transporter
DB01090,Pentolinium,SmallMoleculeDrug,Q9GZZ6,Neuronal acetylcholine receptor subunit alpha-10
DB01090,Pentolinium,SmallMoleculeDrug,P32297,Neuronal acetylcholine receptor subunit alpha-3
DB01090,Pentolinium,SmallMoleculeDrug,P30926,Neuronal acetylcholine receptor subunit beta-4
DB01091,Butenafine,SmallMoleculeDrug,Q14534,Squalene monooxygenase
DB01092,Ouabain,SmallMoleculeDrug,P05023,Sodium/potassium-transporting ATPase subunit alpha-1
DB01094,Hesperetin,SmallMoleculeDrug,P55157,Microsomal triglyceride transfer protein large subunit
DB01094,Hesperetin,SmallMoleculeDrug,P35610,Sterol O-acyltransferase 1
DB01094,Hesperetin,SmallMoleculeDrug,O75908,Sterol O-acyltransferase 2
DB01095,Fluvastatin,SmallMoleculeDrug,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase
DB01097,Leflunomide,SmallMoleculeDrug,Q02127,"Dihydroorotate dehydrogenase (quinone), mitochondrial"
DB01097,Leflunomide,SmallMoleculeDrug,P35869,Aryl hydrocarbon receptor
DB01097,Leflunomide,SmallMoleculeDrug,Q14289,Protein-tyrosine kinase 2-beta
DB01098,Rosuvastatin,SmallMoleculeDrug,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase
DB01099,Flucytosine,SmallMoleculeDrug,P26358,DNA (cytosine-5)-methyltransferase 1
DB01099,Flucytosine,SmallMoleculeDrug,P12461,Thymidylate synthase
DB01100,Pimozide,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB01100,Pimozide,SmallMoleculeDrug,P35462,D(3) dopamine receptor
DB01100,Pimozide,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2
DB01100,Pimozide,SmallMoleculeDrug,P62158,Calmodulin
DB01101,Capecitabine,SmallMoleculeDrug,P04818,Thymidylate synthase
DB01102,Arbutamine,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor
DB01102,Arbutamine,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor
DB01102,Arbutamine,SmallMoleculeDrug,P13945,Beta-3 adrenergic receptor
DB01103,Quinacrine,SmallMoleculeDrug,O60733,85/88 kDa calcium-independent phospholipase A2
DB01103,Quinacrine,SmallMoleculeDrug,P47712,Cytosolic phospholipase A2
DB01103,Quinacrine,SmallMoleculeDrug,Q15111,Inactive phospholipase C-like protein 1
DB01104,Sertraline,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter
DB01104,Sertraline,SmallMoleculeDrug,Q01959,Sodium-dependent dopamine transporter
DB01105,Sibutramine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter
DB01105,Sibutramine,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter
DB01105,Sibutramine,SmallMoleculeDrug,Q01959,Sodium-dependent dopamine transporter
DB01106,Levocabastine,SmallMoleculeDrug,O95665,Neurotensin receptor type 2
DB01106,Levocabastine,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB01107,Methyprylon,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
DB01107,Methyprylon,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
DB01107,Methyprylon,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
DB01107,Methyprylon,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
DB01107,Methyprylon,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
DB01107,Methyprylon,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
DB01107,Methyprylon,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
DB01107,Methyprylon,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1
DB01107,Methyprylon,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2
DB01107,Methyprylon,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3
DB01107,Methyprylon,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta
DB01107,Methyprylon,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon
DB01107,Methyprylon,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
DB01107,Methyprylon,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
DB01107,Methyprylon,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
DB01107,Methyprylon,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi
DB01107,Methyprylon,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta
DB01108,Trilostane,SmallMoleculeDrug,P14060,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1
DB01108,Trilostane,SmallMoleculeDrug,P26439,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2
DB01108,Trilostane,SmallMoleculeDrug,P03372,Estrogen receptor
DB01108,Trilostane,SmallMoleculeDrug,Q92731,Estrogen receptor beta
DB01109,Heparin,SmallMoleculeDrug,P01008,Antithrombin-III
DB01109,Heparin,SmallMoleculeDrug,P00742,Coagulation factor X
DB01109,Heparin,SmallMoleculeDrug,P16109,P-selectin
DB01110,Miconazole,SmallMoleculeDrug,P10613,Lanosterol 14-alpha demethylase
DB01110,Miconazole,SmallMoleculeDrug,P29474,"Nitric oxide synthase, endothelial"
DB01110,Miconazole,SmallMoleculeDrug,P35228,"Nitric oxide synthase, inducible"
DB01110,Miconazole,SmallMoleculeDrug,Q12791,Calcium-activated potassium channel subunit alpha-1
DB01110,Miconazole,SmallMoleculeDrug,Q16558,Calcium-activated potassium channel subunit beta-1
DB01110,Miconazole,SmallMoleculeDrug,Q9Y691,Calcium-activated potassium channel subunit beta-2
DB01110,Miconazole,SmallMoleculeDrug,Q9NPA1,Calcium-activated potassium channel subunit beta-3
DB01110,Miconazole,SmallMoleculeDrug,Q86W47,Calcium-activated potassium channel subunit beta-4
DB01110,Miconazole,SmallMoleculeDrug,O15554,Intermediate conductance calcium-activated potassium channel protein 4
DB01110,Miconazole,SmallMoleculeDrug,Q92952,Small conductance calcium-activated potassium channel protein 1
DB01110,Miconazole,SmallMoleculeDrug,Q9H2S1,Small conductance calcium-activated potassium channel protein 2
DB01110,Miconazole,SmallMoleculeDrug,Q9UGI6,Small conductance calcium-activated potassium channel protein 3
DB01110,Miconazole,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2
DB01110,Miconazole,SmallMoleculeDrug,Q9H252,Potassium voltage-gated channel subfamily H member 6
DB01110,Miconazole,SmallMoleculeDrug,Q9NS40,Potassium voltage-gated channel subfamily H member 7
DB01112,Cefuroxime,SmallMoleculeDrug,Q8XJ01,Penicillin-binding protein 1A
DB01113,Papaverine,SmallMoleculeDrug,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
DB01113,Papaverine,SmallMoleculeDrug,Q9Y233,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A"
DB01114,Chlorphenamine,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB01114,Chlorphenamine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter
DB01114,Chlorphenamine,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter
DB01114,Chlorphenamine,SmallMoleculeDrug,Q01959,Sodium-dependent dopamine transporter
DB01115,Nifedipine,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
DB01115,Nifedipine,SmallMoleculeDrug,P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1
DB01115,Nifedipine,SmallMoleculeDrug,Q08289,Voltage-dependent L-type calcium channel subunit beta-2
DB01115,Nifedipine,SmallMoleculeDrug,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D
DB01115,Nifedipine,SmallMoleculeDrug,Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S
