qtl_accession_id,qtl_name,published_symbol,to_accession,trait_category,trait_name,trait_symbol,chromosome,start,end
AQCU145,BNL6.32,,TO:0000370,Anatomy,leaf width,LFWD,Chr. 5,18874932,22580355
AQFW218,BNL6.32,,TO:0000370,Anatomy,leaf width,LFWD,Chr. 5,22579390,29285656
AQAP005,BNL6.32,QBphr5a,TO:0000424,Biotic stress,brown planthopper resistance,BPHRS,Chr. 5,5255880,5256140
AQAP006,BNL6.32,QBphr5a,TO:0000424,Biotic stress,brown planthopper resistance,BPHRS,Chr. 5,5255880,5256140
AQAP007,BNL6.32,QBphr5b,TO:0000424,Biotic stress,brown planthopper resistance,BPHRS,Chr. 5,5255880,6700408
AQAP023,BNL6.32,,TO:0000424,Biotic stress,brown planthopper resistance,BPHRS,Chr. 5,18874932,22580355
AQAP043,BNL6.32,,TO:0000424,Biotic stress,brown planthopper resistance,BPHRS,Chr. 5,22579390,29285656
AQCU133,BNL6.32,,TO:0000135,Anatomy,leaf length,LFLG,Chr. 5,5255880,5256140
AQCU137,BNL6.32,,TO:0000135,Anatomy,leaf length,LFLG,Chr. 5,5255880,5256140
AQCU212,BNL6.32,,TO:0000135,Anatomy,leaf length,LFLG,Chr. 5,22579390,29285656
AQFW022,BNL6.32,QFll5,TO:0000135,Anatomy,leaf length,LFLG,Chr. 5,445795,446276
AQFW032,BNL6.32,QFll5,TO:0000135,Anatomy,leaf length,LFLG,Chr. 5,445795,446276
AQAQ024,BNL6.32,region on ch5,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 5,22579390,22580355
AQCU045,BNL6.32,QSf5,TO:0000180,Sterility or fertility,spikelet fertility,SPKFRT,Chr. 5,5255880,6700408
AQFW122,BNL6.32,,TO:0000180,Sterility or fertility,spikelet fertility,SPKFRT,Chr. 5,6699817,18875558
AQCE028,BNL6.32,QPbl5,TO:0000641,Anatomy,primary branch length,PBRLG,Chr. 5,22579390,29285656
AQFR008,BNL6.32,,TO:0000280,Vigor,seedling vigor,SDLVIG,Chr. 5,5255880,5256140
AQFR018,BNL6.32,,TO:0000280,Vigor,seedling vigor,SDLVIG,Chr. 5,5255880,6700408
AQFR023,BNL6.32,,TO:0000280,Vigor,seedling vigor,SDLVIG,Chr. 5,6699817,10776621
AQFR025,BNL6.32,,TO:0000280,Vigor,seedling vigor,SDLVIG,Chr. 5,5255880,5256140
AQFR026,BNL6.32,,TO:0000280,Vigor,seedling vigor,SDLVIG,Chr. 5,5255880,6700408
AQFR028,BNL6.32,,TO:0000280,Vigor,seedling vigor,SDLVIG,Chr. 5,18874932,19189604
AQFR037,BNL6.32,,TO:0000280,Vigor,seedling vigor,SDLVIG,Chr. 5,6699817,10776621
AQFR048,BNL6.32,,TO:0000280,Vigor,seedling vigor,SDLVIG,Chr. 5,6699817,10776621
AQFV012,BNL6.32,QSV-5,TO:0000280,Vigor,seedling vigor,SDLVIG,Chr. 5,5255880,5256140
AQFV013,BNL6.32,QSV-5,TO:0000280,Vigor,seedling vigor,SDLVIG,Chr. 5,5255880,5256140
AQFV014,BNL6.32,QSV-5,TO:0000280,Vigor,seedling vigor,SDLVIG,Chr. 5,5255880,5256140
AQFV015,BNL6.32,QSV-5,TO:0000280,Vigor,seedling vigor,SDLVIG,Chr. 5,5255880,5256140
AQFV016,BNL6.32,QSV-5,TO:0000280,Vigor,seedling vigor,SDLVIG,Chr. 5,5255880,5256140
AQFV017,BNL6.32,QSV-5,TO:0000280,Vigor,seedling vigor,SDLVIG,Chr. 5,5255880,5256140
AQFV018,BNL6.32,QSV-5,TO:0000280,Vigor,seedling vigor,SDLVIG,Chr. 5,5255880,5256140
AQFV019,BNL6.32,QSV-5,TO:0000280,Vigor,seedling vigor,SDLVIG,Chr. 5,5255880,5256140
AQFV029,BNL6.32,,TO:0000280,Vigor,seedling vigor,SDLVIG,Chr. 5,22579390,22580355
AQDY077,BNL6.32,,TO:0000152,Yield,panicle number,PNNB,Chr. 5,6699817,6700408
AQDY073,BNL6.32,,TO:0000040,Anatomy,panicle length,PNLG,Chr. 5,6699817,6700408
AQDY076,BNL6.32,,TO:0000040,Anatomy,panicle length,PNLG,Chr. 5,6699817,6700408
CQAV8,BNL6.32,,TO:0000507,Abiotic stress,osmotic adjustment capacity,OSADJCAP,Chr. 5,6132767,18875558
CQAW16,BNL6.32,,TO:0000471,Abiotic stress,root penetration index,RTPNID,Chr. 5,21570483,21570917
CQAW17,BNL6.32,,TO:0000084,Vigor,root number,RTNB,Chr. 5,6132767,24262670
AQEN004,BNL6.32,,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 5,6132767,21570917
AQHQ017,BNL6.32,Dtf5,TO:0000344,Development,days to flower,DTFL,Chr. 5,21570483,21570917
AQHQ024,BNL6.32,Dtf5,TO:0000229,Development,photoperiod sensitivity,PPDSN,Chr. 5,21570483,21570917
AQBF005,BNL6.32,,TO:0000227,Anatomy,root length,RTLG,Chr. 5,18528503,18875558
AQBF003,BNL6.32,,TO:0000306,Anatomy,root thickness,RTTH,Chr. 5,18528503,18875558
AQAM023,BNL6.32,QRn5,TO:0000550,Anatomy,rhizome branching angle,RHZBRAG,Chr. 5,26848154,26848303
AQAM022,BNL6.32,QRn5,TO:0000555,Anatomy,rhizome internode number,RHZIDNB,Chr. 5,26848154,26848303
AQAM021,BNL6.32,QRn5,TO:0000554,Anatomy,rhizome internode length,RHZINLG,Chr. 5,26848154,26848303
AQAM020,BNL6.32,QRn5,TO:0000553,Anatomy,rhizome length,RHZLG,Chr. 5,26848154,26848303
AQAM019,BNL6.32,QRn5,TO:0000548,Anatomy,rhizome number,RHZNB,Chr. 5,26848154,26848303
AQT005,BNL6.32,,TO:0000040,Anatomy,panicle length,PNLG,Chr. 5,10776494,19196736
AQT019,BNL6.32,,TO:0000149,Quality,seed width,SDWD,Chr. 5,28610712,28610866
AQT011,BNL6.32,,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 5,28610712,28610866
AQT023,BNL6.32,,TO:0000304,Quality,seed thickness,SDTH,Chr. 5,28610712,28610866
AQT025,BNL6.32,,TO:0000383,Quality,grain belly percent white,GRBPCENTWHT,Chr. 5,10776494,10776621
AQT026,BNL6.32,,TO:0000383,Quality,grain belly percent white,GRBPCENTWHT,Chr. 5,19189417,19189604
AQT027,BNL6.32,,TO:0000383,Quality,grain belly percent white,GRBPCENTWHT,Chr. 5,28610712,28610866
AQBJ008,BNL6.32,qNVB-5-1,TO:0000539,Anatomy,large vascular bundle number,LVBNB,Chr. 5,22555884,22557533
AQBJ009,BNL6.32,qNVB-5-2,TO:0000539,Anatomy,large vascular bundle number,LVBNB,Chr. 5,23293588,23295761
AQGB025,BNL6.32,qGW-5,TO:0000402,Quality,grain width,GRWD,Chr. 5,1861366,6700408
AQGB026,BNL6.32,qGW-5,TO:0000402,Quality,grain width,GRWD,Chr. 5,1861366,6700408
AQGB027,BNL6.32,qGW-5,TO:0000402,Quality,grain width,GRWD,Chr. 5,1861366,6700408
AQGB028,BNL6.32,qGW-5,TO:0000402,Quality,grain width,GRWD,Chr. 5,1861366,6700408
AQGB029,BNL6.32,qGW-5,TO:0000402,Quality,grain width,GRWD,Chr. 5,1861366,6700408
AQGB030,BNL6.32,qGW-5,TO:0000402,Quality,grain width,GRWD,Chr. 5,1861366,6700408
AQGB031,BNL6.32,qGW-5,TO:0000402,Quality,grain width,GRWD,Chr. 5,1861366,6700408
AQGB032,BNL6.32,qGW-5,TO:0000402,Quality,grain width,GRWD,Chr. 5,1861366,6700408
AQGB043,BNL6.32,qLWR-5,TO:0000411,Quality,grain length to width ratio,GRLGWDRO,Chr. 5,1861366,6700408
AQGB044,BNL6.32,qLWR-5,TO:0000411,Quality,grain length to width ratio,GRLGWDRO,Chr. 5,1861366,6700408
AQGB045,BNL6.32,qLWR-5,TO:0000411,Quality,grain length to width ratio,GRLGWDRO,Chr. 5,1861366,6700408
AQGB046,BNL6.32,qLWR-5,TO:0000411,Quality,grain length to width ratio,GRLGWDRO,Chr. 5,1861366,6700408
AQGB047,BNL6.32,qLWR-5,TO:0000411,Quality,grain length to width ratio,GRLGWDRO,Chr. 5,1861366,6700408
AQGB048,BNL6.32,qLWR-5,TO:0000411,Quality,grain length to width ratio,GRLGWDRO,Chr. 5,1861366,6700408
AQGB049,BNL6.32,qLWR-5,TO:0000411,Quality,grain length to width ratio,GRLGWDRO,Chr. 5,1861366,6700408
AQGB050,BNL6.32,qLWR-5,TO:0000411,Quality,grain length to width ratio,GRLGWDRO,Chr. 5,1861366,6700408
AQX002,BNL6.32,qNPB5,TO:0000547,Anatomy,primary branch,PBRNB,Chr. 5,22555884,29193114
AQX003,BNL6.32,qNPB5,TO:0000547,Anatomy,primary branch,PBRNB,Chr. 5,29192657,29193114
AQF011,BNL6.32,,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 5,12454537,12457719
AQF020,BNL6.32,,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 5,12454537,12457719
AQF028,BNL6.32,,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 5,12454537,12457719
CQAH19,BNL6.32,qDOR-5-1,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 5,12454537,13568721
CQAH20,BNL6.32,,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 5,12454537,13568721
CQAH21,BNL6.32,qDOR-5-1,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 5,12454537,13568721
AQF063,BNL6.32,,TO:0000531,Anatomy,anther length,ANTLG,Chr. 5,12454537,12457719
AQF064,BNL6.32,,TO:0000531,Anatomy,anther length,ANTLG,Chr. 5,22200623,22204192
AQF123,BNL6.32,,TO:0000430,Vigor,germination speed,GERMSP,Chr. 5,12454537,12457719
AQF131,BNL6.32,,TO:0000545,Anatomy,panicle base to lowest branch,PNBLBR,Chr. 5,24316513,24317105
AQF138,BNL6.32,,TO:0000544,Anatomy,mesocotyl length,MESLG,Chr. 5,12454537,12457719
AQF139,BNL6.32,,TO:0000544,Anatomy,mesocotyl length,MESLG,Chr. 5,22200623,22204192
AQF147,BNL6.32,,TO:0000149,Quality,seed width,SDWD,Chr. 5,12454537,12457719
AQF148,BNL6.32,,TO:0000149,Quality,seed width,SDWD,Chr. 5,22200623,22204192
CQE41,BNL6.32,,TO:0000495,Biochemical,chlorophyll content,CHLCN,Chr. 5,20150156,21440101
CQE38,BNL6.32,,TO:0000298,Biochemical,chlorophyll ratio,CHLRO,Chr. 5,139187,3344572
CQE36,BNL6.32,,TO:0000096,Vigor,ratooning ability,RAAB,Chr. 5,139187,1861699
CQE39,BNL6.32,,TO:0000320,Biochemical,rubisco to chlorophyll ratio,RUBISCOCHLRO,Chr. 5,139187,5916851
CQF7,BNL6.32,,TO:0000321,Biochemical,rubisco to nitrogen content ratio,RUBISCONICNRO,Chr. 5,139187,3344572
CQE37,BNL6.32,,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 5,139187,3344572
AQN003,BNL6.32,qSD-5,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 5,3306310,3344572
AQCK002,BNL6.32,,TO:0000253,Vigor,seed dormancy,SDDOR,Chr. 5,139187,3344572
CQE40,BNL6.32,,TO:0000396,Yield,yield,YLD,Chr. 5,7762249,17586552
CQY4,BNL6.32,qLTG-5,TO:0000430,Vigor,germination speed,GERMSP,Chr. 5,139187,1117907
AQEB002,BNL6.32,,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 5,139187,5916851
AQEB006,BNL6.32,,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 5,139187,5916851
AQEB011,BNL6.32,,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 5,139187,5916851
AQCV013,BNL6.32,qGW-5a,TO:0000402,Quality,grain width,GRWD,Chr. 5,1115821,1861699
AQCV014,BNL6.32,qGW-5a,TO:0000402,Quality,grain width,GRWD,Chr. 5,1115821,1861699
AQCV015,BNL6.32,qGW-5b,TO:0000402,Quality,grain width,GRWD,Chr. 5,5915709,7810160
AQCV005,BNL6.32,qGL-5,TO:0000734,Quality,grain length,GRLG,Chr. 5,18252951,18993336
AQCV006,BNL6.32,qGL-5,TO:0000734,Quality,grain length,GRLG,Chr. 5,18252951,18993336
AQCV017,BNL6.32,qLWR-5a,TO:0000411,Quality,grain length to width ratio,GRLGWDRO,Chr. 5,1115821,1861699
AQCV018,BNL6.32,qLWR-5a,TO:0000411,Quality,grain length to width ratio,GRLGWDRO,Chr. 5,1115821,1861699
AQCV019,BNL6.32,qLWR-5b,TO:0000411,Quality,grain length to width ratio,GRLGWDRO,Chr. 5,18252951,18993336
AQCV020,BNL6.32,qLWR-5b,TO:0000411,Quality,grain length to width ratio,GRLGWDRO,Chr. 5,18252951,18993336
AQCV025,BNL6.32,qPGWC-5,TO:0000104,Quality,chalkiness of endosperm,ENDFLR,Chr. 5,1115821,1861699
AQCV033,BNL6.32,qSCE-5,TO:0000104,Quality,chalkiness of endosperm,ENDFLR,Chr. 5,17809625,18255670
AQCV037,BNL6.32,qDEC-5,TO:0000104,Quality,chalkiness of endosperm,ENDFLR,Chr. 5,1115821,1861699
AQDZ002,BNL6.32,,TO:0000068,Abiotic stress,lodging incidence,LOI,Chr. 5,21372057,27977104
AQDZ012,BNL6.32,,TO:0000068,Abiotic stress,lodging incidence,LOI,Chr. 5,1861366,3344572
AQDZ013,BNL6.32,,TO:0000068,Abiotic stress,lodging incidence,LOI,Chr. 5,21372057,27977104
AQFD005,BNL6.32,,TO:0000346,Vigor,tiller number,TINB,Chr. 5,19912517,22900726
AQFD012,BNL6.32,,TO:0000661,Development,tiller bud dormancy,TIBUDDOR,Chr. 5,22900326,24477280
AQFD015,BNL6.32,,TO:0000661,Development,tiller bud dormancy,TIBUDDOR,Chr. 5,22900326,24477280
AQFU013,BNL6.32,mr5,TO:0000144,Quality,milled rice ratio,MR,Chr. 5,22671210,27342124
AQAV006,BNL6.32,qCTB5,TO:0000303,Abiotic stress,cold tolerance,COLDTL,Chr. 5,27342022,27342124
AQFT030,BNL6.32,prdw5.1,TO:0000156,Abiotic stress,penetrated root dry weight,PENRTDWT,Chr. 5,19196472,19196736
AQFT038,BNL6.32,prt5.1,TO:0000090,Abiotic stress,penetrated root thickness,PENRTTH,Chr. 5,19656039,19657260
AQFT022,BNL6.32,rpf5.1,TO:0000093,Abiotic stress,root pulling force,RTPF,Chr. 5,19196472,19196736
CQAD3,BNL6.32,,TO:0000624,Biotic stress,allelopathic effect,ALLELPATHEF,Chr. 5,1115821,4108730
CQX28,BNL6.32,qIN6-5,TO:0000145,Anatomy,internode length,INLG,Chr. 5,20626647,26934954
AQAW027,BNL6.32,,TO:0000456,Yield,spikelet number,SPKNB,Chr. 5,17573668,17905398
AQAW034,BNL6.32,,TO:0000547,Anatomy,primary branch,PBRNB,Chr. 5,17573668,17905398
AQAX001,BNL6.32,,TO:0000291,Biochemical,carbohydrate content,CARBCN,Chr. 5,24477046,26043692
AQAX004,BNL6.32,,TO:0000291,Biochemical,carbohydrate content,CARBCN,Chr. 5,17573668,20151060
AQAX005,BNL6.32,,TO:0000291,Biochemical,carbohydrate content,CARBCN,Chr. 5,24477046,26043692
AQAX006,BNL6.32,,TO:0000291,Biochemical,carbohydrate content,CARBCN,Chr. 5,24477046,26043692
AQAX013,BNL6.32,,TO:0000291,Biochemical,carbohydrate content,CARBCN,Chr. 5,24477046,26043692
AQAX014,BNL6.32,,TO:0000291,Biochemical,carbohydrate content,CARBCN,Chr. 5,24477046,26043692
AQDR131,BNL6.32,,TO:0000445,Yield,grain number,GRNB,Chr. 5,358372,358873
AQDR147,BNL6.32,,TO:0000445,Yield,grain number,GRNB,Chr. 5,358372,358873
AQDR162,BNL6.32,,TO:0000445,Yield,grain number,GRNB,Chr. 5,29285186,29285656
AQDR166,BNL6.32,,TO:0000445,Yield,grain number,GRNB,Chr. 5,23487857,23488373
AQDS065,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,18874932,18875558
AQDR018,BNL6.32,QGwp5,TO:0000450,Yield,grain yield per panicle,GRYLDPPN,Chr. 5,18874932,23488373
AQDR077,BNL6.32,,TO:0000450,Yield,grain yield per panicle,GRYLDPPN,Chr. 5,18874932,18875558
AQDR083,BNL6.32,,TO:0000450,Yield,grain yield per panicle,GRYLDPPN,Chr. 5,6132767,6133121
AQDR129,BNL6.32,,TO:0000450,Yield,grain yield per panicle,GRYLDPPN,Chr. 5,358372,358873
AQDR145,BNL6.32,,TO:0000450,Yield,grain yield per panicle,GRYLDPPN,Chr. 5,358372,358873
AQDR160,BNL6.32,,TO:0000450,Yield,grain yield per panicle,GRYLDPPN,Chr. 5,29285186,29285656
AQDR164,BNL6.32,,TO:0000450,Yield,grain yield per panicle,GRYLDPPN,Chr. 5,23487857,23488373
AQDR006,BNL6.32,QKw5,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 5,6132767,18875558
AQDR031,BNL6.32,,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 5,23487857,23488373
AQDR038,BNL6.32,,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 5,445795,446276
AQDS005,BNL6.32,QSs5,TO:0000436,Sterility or fertility,spikelet sterility,SPKST,Chr. 5,445795,446276
AQDS028,BNL6.32,,TO:0000436,Sterility or fertility,spikelet sterility,SPKST,Chr. 5,6132767,6133121
AQDS071,BNL6.32,,TO:0000436,Sterility or fertility,spikelet sterility,SPKST,Chr. 5,358372,494181
AQDS072,BNL6.32,,TO:0000436,Sterility or fertility,spikelet sterility,SPKST,Chr. 5,445795,446276
AQBV006,BNL6.32,QTa5,TO:0000567,Anatomy,tiller angle,TIAG,Chr. 5,445795,6133121
AQBV013,BNL6.32,QFla5,TO:0000567,Anatomy,tiller angle,TIAG,Chr. 5,23487857,29285656
AQBV012,BNL6.32,QFla5,TO:0000206,Anatomy,leaf angle,LFAG,Chr. 5,23487857,29285656
AQBV014,BNL6.32,QFla5,TO:0000206,Anatomy,leaf angle,LFAG,Chr. 5,23487857,29285656
AQU002,BNL6.32,,TO:0000512,Abiotic stress,plant survival percentage under submergence,PTSPCENTSUB,Chr. 5,20626647,20626831
AQU012,BNL6.32,,TO:0000528,Abiotic stress,total shoot elongation under submergence,TSHELSUB,Chr. 5,24261900,24262670
AQU027,BNL6.32,,TO:0000286,Abiotic stress,submergence sensitivity,SUBSN,Chr. 5,20626647,20626831
AQU029,BNL6.32,,TO:0000286,Abiotic stress,submergence sensitivity,SUBSN,Chr. 5,19196472,19196736
AQU038,BNL6.32,,TO:0000249,Development,leaf senescence,LFSNS,Chr. 5,24261900,24262670
AQU043,BNL6.32,,TO:0000249,Development,leaf senescence,LFSNS,Chr. 5,20626647,20626831
AQFF029,BNL6.32,qtsn5.1,TO:0000456,Yield,spikelet number,SPKNB,Chr. 5,2781932,2782394
AQFF039,BNL6.32,qpss5.1,TO:0000436,Sterility or fertility,spikelet sterility,SPKST,Chr. 5,28850701,29193114
AQFF041,BNL6.32,qpss5.2,TO:0000436,Sterility or fertility,spikelet sterility,SPKST,Chr. 5,28850701,29193114
AQFF042,BNL6.32,qpss5.3,TO:0000436,Sterility or fertility,spikelet sterility,SPKST,Chr. 5,28850701,29193114
AQAL039,BNL6.32,,TO:0000081,Abiotic stress,deep root dry weight,DRTDWT,Chr. 5,27061651,27118665
AQEO006,BNL6.32,,TO:0000180,Sterility or fertility,spikelet fertility,SPKFRT,Chr. 5,6132767,13568721
AQEP005,BNL6.32,,TO:0000280,Vigor,seedling vigor,SDLVIG,Chr. 5,24261900,29095211
AQEP016,BNL6.32,,TO:0000280,Vigor,seedling vigor,SDLVIG,Chr. 5,13568502,27453817
CQJ7,BNL6.32,,TO:0000152,Yield,panicle number,PNNB,Chr. 5,445795,494181
CQAB45,BNL6.32,Ph5,TO:0000207,Vigor,plant height,PTHT,Chr. 5,19545411,22557544
CQAB46,BNL6.32,Ph5,TO:0000207,Vigor,plant height,PTHT,Chr. 5,19545411,22557544
CQAB47,BNL6.32,Ph5,TO:0000207,Vigor,plant height,PTHT,Chr. 5,19545411,22557544
CQAB48,BNL6.32,Ph5,TO:0000207,Vigor,plant height,PTHT,Chr. 5,19545411,22557544
CQAB49,BNL6.32,Ph5,TO:0000207,Vigor,plant height,PTHT,Chr. 5,19545411,22557544
CQV10,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 5,19545411,22557544
CQAJ20,BNL6.32,gp5b,TO:0000445,Yield,grain number,GRNB,Chr. 5,21372057,26934954
AQCQ012,BNL6.32,gp5,TO:0000445,Yield,grain number,GRNB,Chr. 5,19545411,19546377
AQCQ032,BNL6.32,gp5,TO:0000445,Yield,grain number,GRNB,Chr. 5,19545411,19546377
AQCQ073,BNL6.32,,TO:0000445,Yield,grain number,GRNB,Chr. 5,28704796,28706633
AQCQ075,BNL6.32,,TO:0000445,Yield,grain number,GRNB,Chr. 5,28704796,28706633
AQCQ077,BNL6.32,,TO:0000445,Yield,grain number,GRNB,Chr. 5,28704796,28706633
AQCQ079,BNL6.32,,TO:0000445,Yield,grain number,GRNB,Chr. 5,28704796,28706633
AQCQ081,BNL6.32,,TO:0000445,Yield,grain number,GRNB,Chr. 5,17573668,17574698
AQCQ083,BNL6.32,,TO:0000445,Yield,grain number,GRNB,Chr. 5,17573668,17574698
AQCQ089,BNL6.32,,TO:0000445,Yield,grain number,GRNB,Chr. 5,2027827,2029062
AQCQ091,BNL6.32,,TO:0000445,Yield,grain number,GRNB,Chr. 5,2027827,2029062
AQCQ093,BNL6.32,,TO:0000445,Yield,grain number,GRNB,Chr. 5,2027827,2029062
AQCQ095,BNL6.32,,TO:0000445,Yield,grain number,GRNB,Chr. 5,2027827,2029062
AQCQ097,BNL6.32,,TO:0000445,Yield,grain number,GRNB,Chr. 5,1115821,1117907
AQCQ099,BNL6.32,,TO:0000445,Yield,grain number,GRNB,Chr. 5,1115821,1117907
AQCQ007,BNL6.32,tp5,TO:0000152,Yield,panicle number,PNNB,Chr. 5,17573668,17574698
AQCQ004,BNL6.32,yd5a,TO:0000449,Yield,grain yield per plant,GRYLDPPL,Chr. 5,19545411,19546377
AQCQ022,BNL6.32,yd5b,TO:0000449,Yield,grain yield per plant,GRYLDPPL,Chr. 5,21372057,26934954
AQCQ023,BNL6.32,yd5c,TO:0000449,Yield,grain yield per plant,GRYLDPPL,Chr. 5,2027827,2029062
AQCQ039,BNL6.32,gw5,TO:0000382,Yield,1000-seed weight,TSDWT,Chr. 5,2027827,2029062
CQAJ10,BNL6.32,gw5a,TO:0000589,Quality,grain weight,GRWT,Chr. 5,2027827,2029062
CQAJ11,BNL6.32,gw5b,TO:0000589,Quality,grain weight,GRWT,Chr. 5,26934304,26934954
CQAJ26,BNL6.32,gw5a,TO:0000589,Quality,grain weight,GRWT,Chr. 5,2027827,2029062
CQAL9,BNL6.32,,TO:0000104,Quality,chalkiness of endosperm,ENDFLR,Chr. 5,28704796,28706633
CQK6,BNL6.32,,TO:0000152,Yield,panicle number,PNNB,Chr. 5,2781932,2782394
CQL5,BNL6.32,,TO:0000516,Abiotic stress,relative root length,RELRTLG,Chr. 5,18528503,18875558
CQL6,BNL6.32,,TO:0000516,Abiotic stress,relative root length,RELRTLG,Chr. 5,24261900,24262670
CQS7,BNL6.32,,TO:0000586,Anatomy,seminal root length,SRTLG,Chr. 5,492280,494181
CQS8,BNL6.32,,TO:0000586,Anatomy,seminal root length,SRTLG,Chr. 5,18528503,18875558
AQO037,BNL6.32,,TO:0000306,Anatomy,root thickness,RTTH,Chr. 6,26238110,26238596
AQGJ007,BNL6.32,,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 6,26707816,26708549
AQGJ008,BNL6.32,,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 6,26707816,26708549
AQGJ024,BNL6.32,,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 6,26707816,26708549
AQHE037,BNL6.32,,TO:0000306,Anatomy,root thickness,RTTH,Chr. 6,26238110,26238596
AQHE075,BNL6.32,,TO:0000279,Abiotic stress,root weight,RTWT,Chr. 6,26238110,26238596
AQD004,BNL6.32,,TO:0000085,Abiotic stress,leaf rolling,LFRL,Chr. 6,1821864,1822651
AQD035,BNL6.32,,TO:0000136,Abiotic stress,relative water content,RELWCN,Chr. 6,2560318,2561213
AQGJ005,BNL6.32,,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 6,2560318,6284636
AQGJ023,BNL6.32,,TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 6,2560318,6284636
AQHE133,BNL6.32,,TO:0000207,Vigor,plant height,PTHT,Chr. 6,6998987,6999331
AQHE018,BNL6.32,,TO:0000227,Anatomy,root length,RTLG,Chr. 6,1821864,1822651
AQHE083,BNL6.32,,TO:0000279,Abiotic stress,root weight,RTWT,Chr. 6,1821864,1822651
CQAF3,BNL6.32,,TO:0000196,Quality,amylose content,AMYCN,Chr. 6,2686204,4897779
CQAF5,BNL6.32,,TO:0000211,Quality,gel consistency,GELCON,Chr. 6,2686204,4897779
CQAF6,BNL6.32,,TO:0000211,Quality,gel consistency,GELCON,Chr. 6,9536259,9537772
CQAF9,BNL6.32,,TO:0000462,Quality,gelatinization temperature,GELTZTMP,Chr. 6,6822035,8066358
CQAF10,BNL6.32,,TO:0000462,Quality,gelatinization temperature,GELTZTMP,Chr. 6,19499320,27252383
AQE030,BNL6.32,,TO:0000449,Yield,grain yield per plant,GRYLDPPL,Chr. 6,3168314,3168554
AQE043,BNL6.32,,TO:0000450,Yield,grain yield per panicle,GRYLDPPN,Chr. 6,3168314,3168554
AQE065,BNL6.32,,TO:0000448,Yield,filled grain percentage,FGRPCENT,Chr. 6,3168314,3168554
AQE066,BNL6.32,,TO:0000448,Yield,filled grain percentage,FGRPCENT,Chr. 6,3168314,5425631
AQFP014,BNL6.32,cl6a,TO:0000576,Anatomy,culm length,CULMLG,Chr. 6,4932964,30994123
AQFP036,BNL6.32,cl6b,TO:0000576,Anatomy,culm length,CULMLG,Chr. 6,2686204,2687438
AQCT004,BNL6.32,Pi-27(t),TO:0000074,Biotic stress,blast disease resistance,BLRS,Chr. 6,6283401,6928661
AQGA001,BNL6.32,ac6a,TO:0000196,Quality,amylose content,AMYCN,Chr. 6,1764586,2292076
AQGA003,BNL6.32,ac6b,TO:0000196,Quality,amylose content,AMYCN,Chr. 6,441616,5425631
AQGA008,BNL6.32,,TO:0000196,Quality,amylose content,AMYCN,Chr. 6,441616,5425631
AQGA015,BNL6.32,,TO:0000196,Quality,amylose content,AMYCN,Chr. 6,1764586,2292076
AQGA022,BNL6.32,gc6c,TO:0000211,Quality,gel consistency,GELCON,Chr. 6,441616,5425631
AQGA023,BNL6.32,gc6b,TO:0000211,Quality,gel consistency,GELCON,Chr. 6,26554756,26555053
AQGA024,BNL6.32,gc6a,TO:0000211,Quality,gel consistency,GELCON,Chr. 6,1380866,1381052
AQGA026,BNL6.32,,TO:0000211,Quality,gel consistency,GELCON,Chr. 6,441616,5425631
AQGA027,BNL6.32,,TO:0000211,Quality,gel consistency,GELCON,Chr. 6,26554756,26555053
AQGA028,BNL6.32,,TO:0000211,Quality,gel consistency,GELCON,Chr. 6,1380866,1381052
AQGA030,BNL6.32,asv6a,TO:0000462,Quality,gelatinization temperature,GELTZTMP,Chr. 6,1764586,2292076
AQGA031,BNL6.32,asv6b,TO:0000462,Quality,gelatinization temperature,GELTZTMP,Chr. 6,5096744,5425631
AQGA038,BNL6.32,,TO:0000462,Quality,gelatinization temperature,GELTZTMP,Chr. 6,1764586,2292076
AQHF008,BNL6.32,QFlw6,TO:0000370,Anatomy,leaf width,LFWD,Chr. 6,9862291,9862523
