"Subject","Predicate","Object","Provenance","Score"
"mca1 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","STRING-db4932.YOL010W","9.8727"
"nuf2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","NA","9.279"
"prk1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000181479|YHR061C|myriocin (1 uM)","9.7003"
"sma1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","26357016","9.6582"
"pet10 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","S000135573|YBR045C|paromomycin (10 mg/ml)","9.6013"
"pet10 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000156575|YDR495C|cladoniamide derivative","9.6013"
"vtc3 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YKL002W","10.2691"
"hua2 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","20660648","9.1684"
"sec62 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","16820484","9.6325"
"pdh1 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","NA","9.7064"
"naf1 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","STRING-db4932.YBR004C","10.2064"
"irc10 (saccharomyces cerevisiae s288c)","affects","resistance to chemicals","S000082079|YLR240W|cyclosporin A (150 ug/ml)","11.3742"
"poc4 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000061823|YBR162C|ethylenediaminetetraacetic acid","9.7144"
"poc4 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","16275785","9.7144"
"gmh1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","NA","9.6734"
"nma111 (saccharomyces cerevisiae s288c)","is adjacent to","dbf20 (saccharomyces cerevisiae s288c)","STRING-db4932.YEL036C","9.6032"
"nma111 (saccharomyces cerevisiae s288c)","is adjacent to","naf1 (saccharomyces cerevisiae s288c)","22384333","10.1674"
"nma111 (saccharomyces cerevisiae s288c)","binds with","ymr018w (saccharomyces cerevisiae s288c)","STRING-db4932.YEL036C","9.7951"
"nma111 (saccharomyces cerevisiae s288c)","binds with","ynl122c (saccharomyces cerevisiae s288c)","NA","8.9869"
"nma111 (saccharomyces cerevisiae s288c)","binds with","tom70 (saccharomyces cerevisiae s288c)","23202731","9.5571"
"nma111 (saccharomyces cerevisiae s288c)","gene product variant increases","rpt2 (saccharomyces cerevisiae s288c)","STRING-db4932.YNL158W","9.7022"
"nma111 (saccharomyces cerevisiae s288c)","gene product variant increases","faa1 (saccharomyces cerevisiae s288c)","24968945","9.8542"
"nma111 (saccharomyces cerevisiae s288c)","gene product variant decreases","pex5 (saccharomyces cerevisiae s288c)","STRING-db4932.YEL036C","9.3433"
"nma111 (saccharomyces cerevisiae s288c)","gene product variant decreases","esbp6 (saccharomyces cerevisiae s288c)","24360837","9.7576"
"nma111 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","sba1 (saccharomyces cerevisiae s288c)","7877969","9.6326"
"ynl140c (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","NA","9.6872"
"ynl140c (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","S000082079|YLR240W|cyclosporin A (150 ug/ml)","10.3942"
"msn2 (saccharomyces cerevisiae s288c)","is adjacent to","yor019w (saccharomyces cerevisiae s288c)","20691087","10.1345"
"msn2 (saccharomyces cerevisiae s288c)","affects","stn1 (saccharomyces cerevisiae s288c)","STRING-db4932.YNL253W","10.0277"
"msn2 (saccharomyces cerevisiae s288c)","binds with","yll032c (saccharomyces cerevisiae s288c)","24360837","10.1881"
"msn2 (saccharomyces cerevisiae s288c)","binds with","ppn1 (saccharomyces cerevisiae s288c)","23390603","9.7893"
"msn2 (saccharomyces cerevisiae s288c)","binds with","ygr017w (saccharomyces cerevisiae s288c)","26357016","9.4497"
"msn2 (saccharomyces cerevisiae s288c)","binds with","yil029c (saccharomyces cerevisiae s288c)","STRING-db4932.YGL098W","9.4064"
"msn2 (saccharomyces cerevisiae s288c)","binds with","hot1 (saccharomyces cerevisiae s288c)","STRING-db4932.YKL214C","9.6467"
"msn2 (saccharomyces cerevisiae s288c)","gene product variant increases","fbp26 (saccharomyces cerevisiae s288c)","STRING-db4932.YNL004W","9.8263"
"msn2 (saccharomyces cerevisiae s288c)","gene product variant decreases","dse1 (saccharomyces cerevisiae s288c)","21179023","8.9934"
"msn2 (saccharomyces cerevisiae s288c)","gene product variant decreases","ste23 (saccharomyces cerevisiae s288c)","23335509","9.9602"
"bre5 (saccharomyces cerevisiae s288c)","is adjacent to","msc7 (saccharomyces cerevisiae s288c)","STRING-db4932.YGR264C","9.782"
"bre5 (saccharomyces cerevisiae s288c)","affects","tubulazole","S000077541|YKL181W|Calcofluor White","9.782"
"bre5 (saccharomyces cerevisiae s288c)","affects","elisidepsin","S000118260|YLL060C|(E)-1,1'-azobis(N,N-dimethylformamide) (0.75 mM)","9.7176"
"bre5 (saccharomyces cerevisiae s288c)","binds with","tavaborole","S000081669|YPL144W|wortmannin","9.7842"
"bre5 (saccharomyces cerevisiae s288c)","binds with","tavaborole","STRING-db4932.YOR335C","9.7842"
"bre5 (saccharomyces cerevisiae s288c)","binds with","ydr415c (saccharomyces cerevisiae s288c)","STRING-db4932.YBR173C","9.2981"
"bre5 (saccharomyces cerevisiae s288c)","binds with","asp1 (saccharomyces cerevisiae s288c)","S000086033|YBR172C|tirapazamine (500 uM)","10.0843"
"bre5 (saccharomyces cerevisiae s288c)","binds with","asp1 (saccharomyces cerevisiae s288c)","STRING-db4932.YLL060C","10.0843"
"bre5 (saccharomyces cerevisiae s288c)","binds with","rri2 (saccharomyces cerevisiae s288c)","S000147087|YGR264C|methyl methanesulfonate","9.7973"
"bre5 (saccharomyces cerevisiae s288c)","binds with","rri2 (saccharomyces cerevisiae s288c)","S000059239|YKL181W|caffeine","9.7973"
"bre5 (saccharomyces cerevisiae s288c)","binds with","cladoniamide derivative","S000155100|YGR201C|miconazole (1000 ug/ml)","9.6006"
"bre5 (saccharomyces cerevisiae s288c)","binds with","elisidepsin","S000074621|YBR173C|dyclonine (500 uM)","9.7176"
"bre5 (saccharomyces cerevisiae s288c)","gene product variant increases","ydr415c (saccharomyces cerevisiae s288c)","STRING-db4932.YGR201C","9.2981"
"bre5 (saccharomyces cerevisiae s288c)","gene product variant increases","esl2 (saccharomyces cerevisiae s288c)","NA","10.0025"
"bre5 (saccharomyces cerevisiae s288c)","gene product variant increases","esl2 (saccharomyces cerevisiae s288c)","S000156575|YOR335C|zinc dichloride","10.0025"
"bre5 (saccharomyces cerevisiae s288c)","gene product variant increases","elisidepsin","S000117955|YLL060C|hydrogen chloride (0.28% (w/v), pH 2.4)","9.6111"
"bre5 (saccharomyces cerevisiae s288c)","gene product variant decreases","tubulazole","S000181479|YGR264C|myriocin (1 uM)","9.782"
"bre5 (saccharomyces cerevisiae s288c)","gene product variant decreases","elisidepsin","S000154309|YBR172C|aluminium(3+) (0.4 mM)|(E)-1,1'-azobis(N,N-dimethylformamide) (0.8 mM)","9.6111"
"bre5 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","msc7 (saccharomyces cerevisiae s288c)","STRING-db4932.YKL181W","9.782"
"bre5 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","cladoniamide derivative","S000076085|YPL144W|citric acid (400 mM)","9.6006"
"dfr1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","S000135573|YDL125C|cycloheximide (45 ng/ml)","9.3841"
"frt1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","S000075297|YOR321W|caffeine (0.15%)","9.4745"
"opi10 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","STRING-db4932.YHR034C","9.229"
"pro2 (saccharomyces cerevisiae s288c)","is adjacent to","chitosan","24260565","9.7511"
"pro2 (saccharomyces cerevisiae s288c)","binds with","4-chlorophenol, nickel (+2) salt","NA","9.8458"
"pro2 (saccharomyces cerevisiae s288c)","binds with","ccc2 (saccharomyces cerevisiae s288c)","14661025","9.5272"
"pro2 (saccharomyces cerevisiae s288c)","binds with","ldb19 (saccharomyces cerevisiae s288c)","24360837","9.159"
"pro2 (saccharomyces cerevisiae s288c)","binds with","pmt3 (saccharomyces cerevisiae s288c)","STRING-db4932.YEL036C","9.1087"
"pro2 (saccharomyces cerevisiae s288c)","gene product variant increases","disodium 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate","26357016","10.198"
"pro2 (saccharomyces cerevisiae s288c)","gene product variant decreases","aim10 (saccharomyces cerevisiae s288c)","20007368","9.6545"
"pro2 (saccharomyces cerevisiae s288c)","gene product variant decreases","pca1 (saccharomyces cerevisiae s288c)","STRING-db4932.YPR116W","8.9311"
"pro2 (saccharomyces cerevisiae s288c)","gene product variant decreases","pxa1 (saccharomyces cerevisiae s288c)","NA","9.7107"
"pro2 (saccharomyces cerevisiae s288c)","gene product variant decreases","frt1 (saccharomyces cerevisiae s288c)","21179023","9.4185"
"ula1 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","21960436","9.8201"
"ula1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","19324962","9.8201"
"aip1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","S000176422|YDR071C|7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)","9.7828"
"msa2 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","S000135573|YBR050C|streptomycin (40 mg/ml)","9.581"
"msa2 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YNL048W","9.581"
"rsc9 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","S000147019|YER081W|quinine (1.5 g/L)","10.1306"
"spp2 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","STRING-db4932.YER083C","9.5235"
"akr2 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","23358190","10.1997"
"hrb1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","26692264","9.7828"
"hrb1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","24260565","9.7368"
"ymr253c (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","22227188","9.4148"
"aim45 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000152473|YNL144C|benzo[a]pyrene","9.7176"
"sla2 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","STRING-db4932.YHR060W","10.0929"
"icl2 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","STRING-db4932.YBL007C","9.3654"
"tex1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","STRING-db4932.YHR034C","9.9454"
"tex1 (saccharomyces cerevisiae s288c)","gene product variant increases","resistance to chemicals","STRING-db4932.YBL054W","8.9957"
"tex1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000114261|YGR017W|sirolimus (1.3 nM)","10.3253"
"ymr144w (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","7992502","9.7202"
"ymr144w (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000152383|YGR129W|sirolimus (20 ng/ml)","9.7202"
"ade17 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","S000135573|YNL253W|amitrole (22 mg/ml)","11.7638"
"ldb19 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000132750|YPR116W|trichothecene (4 uM)","9.6159"
"pmt3 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000142378|YOR321W|caffeine (7.7 mM)","9.2247"
"pmt3 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","23915247","10.3448"
"alg11 (saccharomyces cerevisiae s288c)","is adjacent to","resistance to chemicals","S000155894|YDL040C|pomecin A (0.5 - 2 ug/ml)","9.7489"
"alg11 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","S000121776|YJL048C|pyocyanin (75 ug/ml)","9.7489"
"alg11 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","STRING-db4932.YLR224W","9.6642"
"alg11 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","22586468","9.6642"
"snf8 (saccharomyces cerevisiae s288c)","is adjacent to","imh1 (saccharomyces cerevisiae s288c)","S000151997|YPL255W|benomyl (10 mg/ml)","10.3804"
"snf8 (saccharomyces cerevisiae s288c)","is adjacent to","ula1 (saccharomyces cerevisiae s288c)","S000147019|YDR383C|quinine (1.5 g/L)","9.8201"
"snf8 (saccharomyces cerevisiae s288c)","affects","21-deoxyconcanamycin a","STRING-db4932.YLR352W","9.4973"
"snf8 (saccharomyces cerevisiae s288c)","affects","mutalomycin sodium salt","S000082450|YLR352W|cisplatin","9.6557"
"snf8 (saccharomyces cerevisiae s288c)","binds with","imh1 (saccharomyces cerevisiae s288c)","STRING-db4932.YLR224W","10.3804"
"snf8 (saccharomyces cerevisiae s288c)","binds with","mvb12 (saccharomyces cerevisiae s288c)","S000119919|YDR219C|methylmercury chloride (1 uM)","9.2726"
"snf8 (saccharomyces cerevisiae s288c)","binds with","nkp1 (saccharomyces cerevisiae s288c)","STRING-db4932.YLR224W","9.8201"
"snf8 (saccharomyces cerevisiae s288c)","binds with","21-deoxyconcanamycin a","S000183614|YLR312C-B|chromium trioxide (0.05 mM)","9.4973"
"snf8 (saccharomyces cerevisiae s288c)","binds with","chloro(methyl)mercury","S000181236|YPR083W|flucytosine (0.04 ug/mL)","9.5268"
"snf8 (saccharomyces cerevisiae s288c)","binds with","neothyonidioside","S000156575|YOR057W|radicicol","10.2326"
"snf8 (saccharomyces cerevisiae s288c)","binds with","neothyonidioside","STRING-db4932.YLR315W","10.2326"
"snf8 (saccharomyces cerevisiae s288c)","binds with","cladoniamide derivative","S000153040|YLR352W|dieldrin (460 uM)","9.7739"
"snf8 (saccharomyces cerevisiae s288c)","binds with","cladoniamide derivative","STRING-db4932.YDR383C","9.7739"
"snf8 (saccharomyces cerevisiae s288c)","gene product variant increases","mvb12 (saccharomyces cerevisiae s288c)","STRING-db4932.YPR083W","9.2726"
"snf8 (saccharomyces cerevisiae s288c)","gene product variant increases","mutalomycin sodium salt","S000155100|YLR313C|miconazole (1000 ug/ml)","9.6557"
"snf8 (saccharomyces cerevisiae s288c)","gene product variant increases","chloro(methyl)mercury","S000119919|YLR224W|methylmercury chloride (20-140 uM)","9.5268"
"snf8 (saccharomyces cerevisiae s288c)","gene product variant decreases","neothyonidioside","S000185134|YPR083W|valinomycin (15 mg/l)","10.1158"
"snf8 (saccharomyces cerevisiae s288c)","gene product variant decreases","neothyonidioside","STRING-db4932.YOR057W","10.1158"
"snf8 (saccharomyces cerevisiae s288c)","gene product variant decreases","nkp1 (saccharomyces cerevisiae s288c)","S000125883|YDR383C|hydrogen peroxide (4 mM)","9.8201"
"snf8 (saccharomyces cerevisiae s288c)","gene product variant decreases","ula1 (saccharomyces cerevisiae s288c)","S000129739|YDR219C|cordycepin (20 ug/ml)","9.8201"
"rsa1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000156575|YBL047C|radicicol","9.763"
"rsa1 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","resistance to chemicals","S000116267|YDR163W|Calcofluor White (3 ug/ml)","9.763"
"tda1 (saccharomyces cerevisiae s288c)","is functionally related to","resistance to chemicals","S000116267|YNL140C|benomyl (10 uM)","9.4481"
"ccs1 (saccharomyces cerevisiae s288c)","binds with","resistance to chemicals","S000069947|YDR520C|oligomycin (1 ug/ml)","10.2064"
"ccs1 (saccharomyces cerevisiae s288c)","gene product variant decreases","resistance to chemicals","S000119919|YLR224W|methylmercury chloride (20-140 uM)","10.2064"
"she4 (saccharomyces cerevisiae s288c)","is adjacent to","cyc2 (saccharomyces cerevisiae s288c)","S000152383|YKL004W|cycloheximide (100 ng/ml)","9.756"
"she4 (saccharomyces cerevisiae s288c)","binds with","pth2 (saccharomyces cerevisiae s288c)","S000156575|YDR063W|chondramide derivative","9.4866"
"she4 (saccharomyces cerevisiae s288c)","binds with","akr2 (saccharomyces cerevisiae s288c)","S000153040|YLR073C|dieldrin (460 uM)","10.1939"
"she4 (saccharomyces cerevisiae s288c)","binds with","lyp1 (saccharomyces cerevisiae s288c)","S000156575|YPL084W|21-deoxyconcanamycin A","10.0018"
"she4 (saccharomyces cerevisiae s288c)","binds with","dim1 (saccharomyces cerevisiae s288c)","STRING-db4932.YPL084W","10.3368"
"she4 (saccharomyces cerevisiae s288c)","gene product variant increases","yer156c (saccharomyces cerevisiae s288c)","S000155945|YLR073C|toxaphene (640 uM)","9.723"
"she4 (saccharomyces cerevisiae s288c)","gene product variant increases","cue5 (saccharomyces cerevisiae s288c)","STRING-db4932.YLR073C","9.9537"
"she4 (saccharomyces cerevisiae s288c)","gene product variant increases","pdh1 (saccharomyces cerevisiae s288c)","NA","9.6317"
"she4 (saccharomyces cerevisiae s288c)","gene product variant decreases","iks1 (saccharomyces cerevisiae s288c)","S000062503|YPL175W|Calcofluor White (1 mg/ml)","10.4352"
"she4 (saccharomyces cerevisiae s288c)","gene product variant does not result in abnormal","n-hydroxy-1h-purin-6-amine","S000156575|YPL084W|cladoniamide derivative","10.2952"
